"Date","Index","Type","Value"
2020-04-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",37.7
2020-04-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",46.4
2020-05-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",53.2
2020-05-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",52.5
2020-06-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",54.6
2020-07-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",61.3
2020-08-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",59.2
2020-09-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",59.2
2020-10-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",53.3
2020-11-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",55.7
2020-12-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",58.2
2021-01-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",58.7
2021-02-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",62.5
2021-03-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",68.2
2021-04-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",63.4
2021-05-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",66.2
2021-06-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",70.1
2021-07-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",69.4
2021-08-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",67.1
2021-09-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",57.8
2021-10-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",60.5
2021-11-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",62.2
2021-12-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",62.6
2022-01-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",54.7
2022-02-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",62.5
2022-03-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",65.2
2022-04-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",64.9
2022-05-01,"CFIB Business Barometer Index","Canada - outlook on 12 months",61.6
2000-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.1
2001-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.7
2001-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2001-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.6
2001-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",3.5
2002-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",5
2002-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.4
2002-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",3.6
2002-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",3
2003-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.7
2003-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.5
2003-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.3
2003-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",3.6
2004-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.8
2004-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.8
2004-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.4
2004-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.8
2005-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.4
2005-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.9
2005-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.1
2005-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4
2006-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4
2006-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.2
2006-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2006-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2
2007-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",3.6
2007-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.2
2007-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.1
2007-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.1
2008-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.7
2008-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2008-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2008-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2008-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-1
2008-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-1.4
2009-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.5
2009-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.5
2009-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.8
2009-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.3
2009-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2009-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2009-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2009-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2009-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.8
2009-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2009-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2009-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2010-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2010-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2010-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2010-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2010-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2010-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2010-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2010-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2010-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2010-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2010-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2010-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.7
2011-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2011-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2011-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2011-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2011-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2011-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2011-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.7
2011-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2011-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2011-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2011-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2011-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2012-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2012-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.3
2012-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2012-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2012-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2012-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2012-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2012-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2012-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2012-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2012-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2012-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2013-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2013-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2013-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2013-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2013-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2013-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.4
2013-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2013-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2013-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2013-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2013-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2013-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.4
2014-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2014-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2014-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2014-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2014-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2014-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2014-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2014-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2014-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2014-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2014-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2014-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2015-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.4
2015-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2015-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2015-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2015-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2015-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2015-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2015-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2015-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.4
2015-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2015-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2015-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2016-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2016-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2016-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.3
2016-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2016-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.6
2016-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2016-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2016-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2016-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2016-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2016-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2016-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2017-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2017-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2017-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2017-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2017-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2017-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2017-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2017-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2017-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2017-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2017-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.5
2017-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2018-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2018-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2018-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2018-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.1
2018-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2018-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2018-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2018-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2018-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2018-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2018-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2018-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2019-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2019-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.2
2019-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.7
2019-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2019-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2019-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2019-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2019-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2019-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2019-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2019-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2019-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2020-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2020-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2020-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-7.5
2020-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-7.5
2020-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-11
2020-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-11
2020-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.5
2020-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",4.5
2020-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",5.8
2020-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",2.6
2020-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.9
2020-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.9
2020-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2020-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.7
2020-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0
2021-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2021-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.2
2021-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",1.2
2021-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-1.1
2021-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",-0.6
2021-06-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.9
2021-07-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.4
2021-08-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2021-09-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.3
2021-10-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.8
2021-11-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.6
2021-12-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",0.1
2022-01-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",NA
2022-02-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",NA
2022-03-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",NA
2022-04-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",NA
2022-05-01,"CFIB Business Barometer Index","GDP%ch (SAAR)",NA
2000-10-01,"Long-term index (12 months)","Agriculture",63.8
2001-02-01,"Long-term index (12 months)","Agriculture",53.1
2001-06-01,"Long-term index (12 months)","Agriculture",56.7
2001-10-01,"Long-term index (12 months)","Agriculture",51.4
2001-12-01,"Long-term index (12 months)","Agriculture",59.7
2002-04-01,"Long-term index (12 months)","Agriculture",63.9
2002-06-01,"Long-term index (12 months)","Agriculture",63
2002-09-01,"Long-term index (12 months)","Agriculture",61.9
2002-12-01,"Long-term index (12 months)","Agriculture",63.9
2003-03-01,"Long-term index (12 months)","Agriculture",62.9
2003-06-01,"Long-term index (12 months)","Agriculture",56
2003-09-01,"Long-term index (12 months)","Agriculture",55.1
2003-12-01,"Long-term index (12 months)","Agriculture",57.9
2004-03-01,"Long-term index (12 months)","Agriculture",56.5
2004-06-01,"Long-term index (12 months)","Agriculture",56.9
2004-09-01,"Long-term index (12 months)","Agriculture",56.2
